,Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Segment,State,Category,Sub-Category,Sales,Month,Year
797,CA-2016-124653,2016-12-24,First Class,DB-13120,David Bremer,Corporate,New York,Office Supplies,Paper,12.96,December,2016
798,CA-2016-124653,2016-12-24,First Class,DB-13120,David Bremer,Corporate,New York,Office Supplies,Labels,21.56,December,2016
799,CA-2016-101910,2016-11-27,Standard Class,CD-11920,Carlos Daly,Consumer,California,Furniture,Chairs,283.92,November,2016
800,CA-2018-105809,2018-02-20,First Class,HW-14935,Helen Wasserman,Corporate,California,Furniture,Furnishings,22.23,February,2018
801,CA-2018-105809,2018-02-20,First Class,HW-14935,Helen Wasserman,Corporate,California,Technology,Phones,215.968,February,2018
802,CA-2017-136133,2017-08-18,Second Class,HW-14935,Helen Wasserman,Corporate,New York,Office Supplies,Appliances,355.32,August,2017
803,CA-2017-115504,2017-12-03,Standard Class,MC-18130,Mike Caudle,Corporate,Louisiana,Office Supplies,Paper,12.96,December,2017
804,CA-2018-135783,2018-04-22,First Class,GM-14440,Gary McGarr,Consumer,California,Furniture,Furnishings,18.28,April,2018
805,CA-2015-134313,2015-01-11,Standard Class,RA-19915,Russell Applegate,Consumer,Colorado,Office Supplies,Art,43.176,January,2015
806,CA-2015-134313,2015-01-11,Standard Class,RA-19915,Russell Applegate,Consumer,Colorado,Technology,Phones,1983.968,January,2015
807,CA-2016-140921,2016-03-02,First Class,AA-10375,Allen Armold,Consumer,Nebraska,Furniture,Furnishings,28.4,March,2016
808,CA-2016-140921,2016-03-02,First Class,AA-10375,Allen Armold,Consumer,Nebraska,Technology,Accessories,149.97,March,2016
809,CA-2015-151995,2015-10-13,First Class,ZC-21910,Zuschuss Carroll,Consumer,Washington,Office Supplies,Art,11.52,October,2015
810,CA-2015-151995,2015-10-13,First Class,ZC-21910,Zuschuss Carroll,Consumer,Washington,Furniture,Tables,1298.55,October,2015
811,CA-2015-151995,2015-10-13,First Class,ZC-21910,Zuschuss Carroll,Consumer,Washington,Office Supplies,Appliances,213.92,October,2015
812,CA-2015-151995,2015-10-13,First Class,ZC-21910,Zuschuss Carroll,Consumer,Washington,Technology,Accessories,25.78,October,2015
813,CA-2018-143686,2018-05-14,Same Day,PJ-19015,Pauline Johnson,Consumer,California,Furniture,Furnishings,18.28,May,2018
814,CA-2018-143686,2018-05-14,Same Day,PJ-19015,Pauline Johnson,Consumer,California,Technology,Accessories,1399.93,May,2018
815,CA-2016-106565,2016-03-20,First Class,BW-11110,Bart Watters,Corporate,Wisconsin,Office Supplies,Paper,51.84,March,2016
816,CA-2017-149370,2017-09-15,Standard Class,DB-13210,Dean Braden,Consumer,Pennsylvania,Office Supplies,Paper,5.344,September,2017
817,CA-2015-140858,2015-06-28,Standard Class,CA-12775,Cynthia Arntzen,Consumer,Pennsylvania,Office Supplies,Paper,41.472,June,2015
818,CA-2015-140858,2015-06-28,Standard Class,CA-12775,Cynthia Arntzen,Consumer,Pennsylvania,Office Supplies,Binders,3.168,June,2015
819,CA-2015-140858,2015-06-28,Standard Class,CA-12775,Cynthia Arntzen,Consumer,Pennsylvania,Furniture,Chairs,1228.465,June,2015
820,CA-2015-140858,2015-06-28,Standard Class,CA-12775,Cynthia Arntzen,Consumer,Pennsylvania,Office Supplies,Binders,31.086,June,2015
821,CA-2015-140858,2015-06-28,Standard Class,CA-12775,Cynthia Arntzen,Consumer,Pennsylvania,Office Supplies,Paper,335.52,June,2015
822,CA-2018-101434,2018-06-20,Standard Class,TR-21325,Toby Ritter,Consumer,New Jersey,Technology,Accessories,239.97,June,2018
823,CA-2018-101434,2018-06-20,Standard Class,TR-21325,Toby Ritter,Consumer,New Jersey,Office Supplies,Labels,9.82,June,2018
824,US-2015-102071,2015-09-05,Standard Class,PG-18820,Patrick Gardner,Consumer,California,Technology,Accessories,67.8,September,2015
825,US-2015-102071,2015-09-05,Standard Class,PG-18820,Patrick Gardner,Consumer,California,Technology,Accessories,167.97,September,2015
826,CA-2018-126956,2018-08-21,Standard Class,GT-14710,Greg Tran,Consumer,Minnesota,Office Supplies,Fasteners,35.0,August,2018
827,CA-2018-126956,2018-08-21,Standard Class,GT-14710,Greg Tran,Consumer,Minnesota,Office Supplies,Supplies,37.24,August,2018
828,CA-2018-126956,2018-08-21,Standard Class,GT-14710,Greg Tran,Consumer,Minnesota,Office Supplies,Envelopes,15.28,August,2018
829,CA-2018-129462,2018-06-16,Second Class,JE-15745,Joel Eaton,Consumer,Kentucky,Furniture,Chairs,301.96,June,2018
830,CA-2018-129462,2018-06-16,Second Class,JE-15745,Joel Eaton,Consumer,Kentucky,Office Supplies,Appliances,180.66,June,2018
831,CA-2018-129462,2018-06-16,Second Class,JE-15745,Joel Eaton,Consumer,Kentucky,Technology,Phones,191.98,June,2018
832,CA-2018-129462,2018-06-16,Second Class,JE-15745,Joel Eaton,Consumer,Kentucky,Technology,Phones,65.99,June,2018
833,CA-2017-165316,2017-07-23,Standard Class,JB-15400,Jennifer Braxton,Corporate,Florida,Office Supplies,Art,35.216,July,2017
834,CA-2017-165316,2017-07-23,Standard Class,JB-15400,Jennifer Braxton,Corporate,Florida,Office Supplies,Appliances,23.696,July,2017
835,CA-2017-165316,2017-07-23,Standard Class,JB-15400,Jennifer Braxton,Corporate,Florida,Technology,Machines,265.475,July,2017
836,US-2015-115987,2015-08-09,Second Class,LH-17020,Lisa Hazard,Consumer,Texas,Office Supplies,Binders,51.184,August,2015
837,US-2018-156083,2018-04-11,Standard Class,JL-15175,James Lanier,Home Office,Tennessee,Office Supplies,Paper,9.664,April,2018
838,US-2017-137547,2017-07-03,Standard Class,EB-13705,Ed Braxton,Corporate,Texas,Technology,Phones,21.072,July,2017
839,CA-2016-100454,2016-11-20,Standard Class,BM-11650,Brian Moss,Corporate,New York,Office Supplies,Art,60.45,November,2016
840,CA-2016-100454,2016-11-20,Standard Class,BM-11650,Brian Moss,Corporate,New York,Office Supplies,Art,11.52,November,2016
841,CA-2016-100454,2016-11-20,Standard Class,BM-11650,Brian Moss,Corporate,New York,Furniture,Bookcases,186.048,November,2016
842,CA-2017-161669,2017-07-11,First Class,EM-14095,Eudokia Martin,Corporate,California,Office Supplies,Binders,37.44,July,2017
843,CA-2017-161669,2017-07-11,First Class,EM-14095,Eudokia Martin,Corporate,California,Office Supplies,Binders,26.976,July,2017
844,CA-2017-161669,2017-07-11,First Class,EM-14095,Eudokia Martin,Corporate,California,Office Supplies,Supplies,11.36,July,2017
845,CA-2017-161669,2017-07-11,First Class,EM-14095,Eudokia Martin,Corporate,California,Office Supplies,Labels,14.62,July,2017
846,CA-2016-114300,2016-10-13,Standard Class,AF-10885,Art Foster,Consumer,Kentucky,Technology,Phones,83.72,October,2016
847,CA-2016-114300,2016-10-13,Standard Class,AF-10885,Art Foster,Consumer,Kentucky,Furniture,Chairs,287.94,October,2016
848,CA-2018-107503,2018-01-01,Standard Class,GA-14725,Guy Armstrong,Consumer,Ohio,Furniture,Furnishings,48.896,January,2018
849,CA-2015-107755,2015-07-02,Standard Class,CK-12760,Cyma Kinney,Corporate,New Jersey,Technology,Accessories,115.36,July,2015
850,CA-2017-152534,2017-06-20,Second Class,DP-13105,Dave Poirier,Corporate,California,Office Supplies,Art,5.16,June,2017
851,CA-2017-152534,2017-06-20,Second Class,DP-13105,Dave Poirier,Corporate,California,Office Supplies,Paper,38.88,June,2017
852,CA-2017-113747,2017-05-28,Standard Class,VD-21670,Valerie Dominguez,Consumer,Mississippi,Office Supplies,Art,185.88,May,2017
853,CA-2017-123274,2017-02-19,Standard Class,GT-14710,Greg Tran,Consumer,New York,Furniture,Furnishings,44.46,February,2017
854,CA-2017-123274,2017-02-19,Standard Class,GT-14710,Greg Tran,Consumer,New York,Office Supplies,Storage,242.94,February,2017
855,CA-2015-125612,2015-03-08,Standard Class,BK-11260,Berenike Kampe,Consumer,New York,Office Supplies,Paper,39.96,March,2015
856,CA-2015-125612,2015-03-08,Standard Class,BK-11260,Berenike Kampe,Consumer,New York,Office Supplies,Supplies,102.3,March,2015
857,CA-2015-125612,2015-03-08,Standard Class,BK-11260,Berenike Kampe,Consumer,New York,Office Supplies,Storage,21.36,March,2015
858,CA-2018-161984,2018-10-04,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,New Jersey,Office Supplies,Paper,7.61,October,2018
859,CA-2018-161984,2018-10-04,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,New Jersey,Office Supplies,Fasteners,7.16,October,2018
860,CA-2015-133851,2015-09-06,Standard Class,CM-12445,Chuck Magee,Consumer,California,Office Supplies,Supplies,7.36,September,2015
861,CA-2015-133851,2015-09-06,Standard Class,CM-12445,Chuck Magee,Consumer,California,Office Supplies,Art,23.1,September,2015
862,CA-2017-134474,2017-05-01,Second Class,AJ-10795,Anthony Johnson,Corporate,Florida,Technology,Accessories,191.472,May,2017
863,CA-2017-134474,2017-05-01,Second Class,AJ-10795,Anthony Johnson,Corporate,Florida,Office Supplies,Art,5.248,May,2017
864,CA-2017-134474,2017-05-01,Second Class,AJ-10795,Anthony Johnson,Corporate,Florida,Technology,Phones,59.184,May,2017
865,CA-2015-149020,2015-10-01,Standard Class,AJ-10780,Anthony Jacobs,Corporate,Virginia,Office Supplies,Labels,2.89,October,2015
866,CA-2015-149020,2015-10-01,Standard Class,AJ-10780,Anthony Jacobs,Corporate,Virginia,Furniture,Furnishings,51.94,October,2015
867,CA-2017-134362,2017-09-29,First Class,LS-16945,Linda Southworth,Corporate,Pennsylvania,Office Supplies,Labels,15.936,September,2017
868,CA-2015-136742,2015-06-04,Standard Class,GP-14740,Guy Phonely,Corporate,Pennsylvania,Office Supplies,Binders,44.91,June,2015
869,CA-2017-158099,2017-03-09,First Class,PK-18910,Paul Knutson,Home Office,Pennsylvania,Office Supplies,Binders,1141.47,March,2017
870,CA-2017-158099,2017-03-09,First Class,PK-18910,Paul Knutson,Home Office,Pennsylvania,Technology,Phones,280.782,March,2017
871,CA-2016-131128,2016-10-19,First Class,TB-21520,Tracy Blumstein,Consumer,New Hampshire,Office Supplies,Paper,34.44,October,2016
872,CA-2015-148488,2015-10-12,Standard Class,SM-20005,Sally Matthias,Consumer,New York,Office Supplies,Paper,11.36,October,2015
873,CA-2015-148488,2015-10-12,Standard Class,SM-20005,Sally Matthias,Consumer,New York,Office Supplies,Binders,106.344,October,2015
874,CA-2018-114636,2018-08-25,Standard Class,GA-14725,Guy Armstrong,Consumer,North Carolina,Office Supplies,Paper,192.16,August,2018
875,CA-2017-116736,2017-01-17,Standard Class,CC-12430,Chuck Clark,Home Office,New Hampshire,Furniture,Furnishings,322.59,January,2017
876,CA-2017-116736,2017-01-17,Standard Class,CC-12430,Chuck Clark,Home Office,New Hampshire,Technology,Accessories,29.99,January,2017
877,CA-2017-116736,2017-01-17,Standard Class,CC-12430,Chuck Clark,Home Office,New Hampshire,Technology,Accessories,371.97,January,2017
878,US-2015-158638,2015-09-17,Standard Class,AG-10765,Anthony Garverick,Home Office,Pennsylvania,Office Supplies,Binders,5.892,September,2015
879,CA-2018-111689,2018-11-30,Second Class,HP-14815,Harold Pawlan,Home Office,New York,Office Supplies,Binders,68.472,November,2018
880,CA-2018-111689,2018-11-30,Second Class,HP-14815,Harold Pawlan,Home Office,New York,Furniture,Chairs,1242.9,November,2018
881,CA-2016-129098,2016-09-10,Standard Class,DK-13090,Dave Kipp,Consumer,Virginia,Office Supplies,Storage,30.84,September,2016
882,US-2018-123463,2018-12-23,Same Day,GZ-14470,Gary Zandusky,Consumer,California,Office Supplies,Art,13.48,December,2018
883,CA-2017-165148,2017-10-22,First Class,PM-19135,Peter McVee,Home Office,Michigan,Furniture,Furnishings,31.4,October,2017
884,CA-2015-134061,2015-04-29,Standard Class,LL-16840,Lauren Leatherbury,Consumer,New York,Furniture,Furnishings,17.46,April,2015
885,CA-2016-143602,2016-04-25,Second Class,JS-15595,Jill Stevenson,Corporate,California,Office Supplies,Binders,13.944,April,2016
886,CA-2018-115364,2018-06-26,Standard Class,OT-18730,Olvera Toch,Consumer,California,Office Supplies,Storage,83.76,June,2018
887,CA-2018-150707,2018-10-14,Standard Class,EL-13735,Ed Ludwig,Home Office,Maryland,Office Supplies,Binders,37.66,October,2018
888,CA-2015-104976,2015-09-12,Standard Class,CK-12760,Cyma Kinney,Corporate,California,Office Supplies,Paper,34.68,September,2015
889,CA-2018-132934,2018-06-20,Standard Class,JE-15475,Jeremy Ellison,Consumer,New York,Technology,Accessories,149.95,June,2018
890,CA-2018-132934,2018-06-20,Standard Class,JE-15475,Jeremy Ellison,Consumer,New York,Office Supplies,Binders,51.312,June,2018
891,CA-2018-133256,2018-06-26,First Class,TH-21550,Tracy Hopkins,Home Office,Michigan,Office Supplies,Paper,4.54,June,2018
892,CA-2018-133256,2018-06-26,First Class,TH-21550,Tracy Hopkins,Home Office,Michigan,Office Supplies,Art,15.92,June,2018
893,CA-2018-133256,2018-06-26,First Class,TH-21550,Tracy Hopkins,Home Office,Michigan,Technology,Phones,543.92,June,2018
894,CA-2017-105494,2017-10-11,First Class,PC-18745,Pamela Coakley,Corporate,California,Office Supplies,Storage,155.82,October,2017
895,CA-2017-105494,2017-10-11,First Class,PC-18745,Pamela Coakley,Corporate,California,Office Supplies,Binders,70.008,October,2017
896,CA-2017-140634,2017-03-10,Second Class,HL-15040,Hunter Lopez,Consumer,Texas,Office Supplies,Envelopes,15.648,March,2017
897,CA-2015-144407,2015-09-09,Standard Class,MS-17365,Maribeth Schnelling,Consumer,Michigan,Office Supplies,Labels,103.6,September,2015
898,CA-2018-160983,2018-10-29,Second Class,GB-14530,George Bell,Corporate,New York,Office Supplies,Paper,46.96,October,2018
899,US-2017-114622,2017-10-04,First Class,JR-16210,Justin Ritter,Corporate,Ohio,Office Supplies,Binders,8.904,October,2017
900,CA-2018-150959,2018-11-11,First Class,TD-20995,Tamara Dahlen,Consumer,Texas,Office Supplies,Labels,10.44,November,2018
901,CA-2018-150959,2018-11-11,First Class,TD-20995,Tamara Dahlen,Consumer,Texas,Office Supplies,Binders,18.336,November,2018
902,CA-2018-132353,2018-09-15,First Class,DB-13060,Dave Brooks,Consumer,Illinois,Technology,Phones,323.976,September,2018
903,CA-2017-130477,2017-08-04,Standard Class,LC-17140,Logan Currie,Consumer,California,Office Supplies,Paper,20.04,August,2017
904,CA-2017-130477,2017-08-04,Standard Class,LC-17140,Logan Currie,Consumer,California,Office Supplies,Storage,64.96,August,2017
905,CA-2017-130477,2017-08-04,Standard Class,LC-17140,Logan Currie,Consumer,California,Office Supplies,Paper,12.96,August,2017
906,CA-2018-143259,2018-12-30,Standard Class,PO-18865,Patrick O'Donnell,Consumer,New York,Furniture,Bookcases,323.136,December,2018
907,CA-2018-143259,2018-12-30,Standard Class,PO-18865,Patrick O'Donnell,Consumer,New York,Technology,Phones,90.93,December,2018
908,CA-2018-143259,2018-12-30,Standard Class,PO-18865,Patrick O'Donnell,Consumer,New York,Office Supplies,Binders,52.776,December,2018
909,CA-2018-137596,2018-02-09,Standard Class,BE-11335,Bill Eplett,Home Office,Michigan,Technology,Phones,1199.8,February,2018
910,CA-2018-137596,2018-02-09,Standard Class,BE-11335,Bill Eplett,Home Office,Michigan,Technology,Accessories,1928.78,February,2018
911,CA-2018-137596,2018-02-09,Standard Class,BE-11335,Bill Eplett,Home Office,Michigan,Office Supplies,Storage,352.38,February,2018
912,CA-2016-133627,2016-05-31,Standard Class,SC-20050,Sample Company A,Home Office,Connecticut,Furniture,Furnishings,22.2,May,2016
913,CA-2018-102519,2018-11-27,First Class,BM-11650,Brian Moss,Corporate,Wisconsin,Furniture,Furnishings,46.94,November,2018
914,CA-2018-102519,2018-11-27,First Class,BM-11650,Brian Moss,Corporate,Wisconsin,Technology,Accessories,143.73,November,2018
915,US-2015-141215,2015-06-15,Standard Class,KL-16555,Kelly Lampkin,Corporate,Texas,Furniture,Tables,99.918,June,2015
916,US-2015-141215,2015-06-15,Standard Class,KL-16555,Kelly Lampkin,Corporate,Texas,Furniture,Chairs,797.944,June,2015
917,US-2015-141215,2015-06-15,Standard Class,KL-16555,Kelly Lampkin,Corporate,Texas,Office Supplies,Binders,8.568,June,2015
918,CA-2017-165218,2017-05-03,Standard Class,RW-19630,Rob Williams,Corporate,Texas,Office Supplies,Envelopes,149.352,May,2017
919,CA-2017-165218,2017-05-03,Standard Class,RW-19630,Rob Williams,Corporate,Texas,Office Supplies,Storage,12.992,May,2017
920,CA-2015-138296,2015-05-12,Standard Class,RC-19825,Roy Collins,Consumer,Virginia,Office Supplies,Storage,24.56,May,2015
921,CA-2016-111164,2016-11-04,Standard Class,SE-20110,Sanjit Engle,Consumer,New York,Technology,Accessories,85.14,November,2016
922,CA-2016-111164,2016-11-04,Standard Class,SE-20110,Sanjit Engle,Consumer,New York,Technology,Phones,21.99,November,2016
923,CA-2016-111164,2016-11-04,Standard Class,SE-20110,Sanjit Engle,Consumer,New York,Office Supplies,Appliances,406.6,November,2016
924,CA-2017-149797,2017-09-15,Standard Class,AH-10075,Adam Hart,Corporate,New York,Office Supplies,Binders,841.568,September,2017
925,CA-2015-132962,2015-09-13,First Class,JM-15535,Jessica Myrick,Consumer,Pennsylvania,Office Supplies,Paper,15.552,September,2015
926,CA-2015-132962,2015-09-13,First Class,JM-15535,Jessica Myrick,Consumer,Pennsylvania,Technology,Accessories,252.0,September,2015
927,CA-2016-115091,2016-05-10,Standard Class,JJ-15760,Joel Jenkins,Home Office,Virginia,Office Supplies,Art,46.2,May,2016
928,CA-2016-115091,2016-05-10,Standard Class,JJ-15760,Joel Jenkins,Home Office,Virginia,Office Supplies,Appliances,28.84,May,2016
929,CA-2018-144932,2018-04-14,First Class,AB-10165,Alan Barnes,Consumer,Ohio,Office Supplies,Art,14.592,April,2018
930,CA-2018-144932,2018-04-14,First Class,AB-10165,Alan Barnes,Consumer,Ohio,Office Supplies,Art,89.856,April,2018
931,CA-2018-144932,2018-04-14,First Class,AB-10165,Alan Barnes,Consumer,Ohio,Office Supplies,Paper,13.872,April,2018
932,CA-2018-114216,2018-02-09,Standard Class,RK-19300,Ralph Kennedy,Consumer,Pennsylvania,Office Supplies,Paper,12.192,February,2018
933,CA-2017-140081,2017-06-20,Standard Class,CG-12040,Catherine Glotzbach,Home Office,Pennsylvania,Office Supplies,Paper,45.056,June,2017
934,CA-2017-140081,2017-06-20,Standard Class,CG-12040,Catherine Glotzbach,Home Office,Pennsylvania,Office Supplies,Binders,29.718,June,2017
935,CA-2017-140081,2017-06-20,Standard Class,CG-12040,Catherine Glotzbach,Home Office,Pennsylvania,Office Supplies,Paper,15.552,June,2017
936,CA-2017-140081,2017-06-20,Standard Class,CG-12040,Catherine Glotzbach,Home Office,Pennsylvania,Office Supplies,Appliances,447.696,June,2017
937,US-2018-111745,2018-05-11,First Class,RA-19885,Ruben Ausman,Corporate,New Mexico,Technology,Accessories,159.99,May,2018
938,CA-2016-148250,2016-12-13,Standard Class,RP-19270,Rachel Payne,Corporate,California,Office Supplies,Paper,12.96,December,2016
939,CA-2016-148250,2016-12-13,Standard Class,RP-19270,Rachel Payne,Corporate,California,Office Supplies,Appliances,134.48,December,2016
940,CA-2017-105760,2017-06-19,First Class,KC-16255,Karen Carlisle,Corporate,California,Office Supplies,Paper,17.12,June,2017
941,CA-2017-142958,2017-12-13,Standard Class,RW-19630,Rob Williams,Corporate,California,Office Supplies,Binders,6.096,December,2017
942,CA-2017-142958,2017-12-13,Standard Class,RW-19630,Rob Williams,Corporate,California,Furniture,Tables,1114.272,December,2017
943,CA-2016-120880,2016-05-29,Standard Class,JL-15850,John Lucas,Consumer,Washington,Office Supplies,Paper,32.4,May,2016
944,CA-2016-120880,2016-05-29,Standard Class,JL-15850,John Lucas,Consumer,Washington,Office Supplies,Storage,540.57,May,2016
945,CA-2016-120880,2016-05-29,Standard Class,JL-15850,John Lucas,Consumer,Washington,Office Supplies,Binders,167.76,May,2016
946,US-2016-140200,2016-07-26,First Class,CA-12775,Cynthia Arntzen,Consumer,Arizona,Furniture,Tables,393.165,July,2016
947,US-2018-110576,2018-11-28,Standard Class,RB-19795,Ross Baird,Home Office,Pennsylvania,Furniture,Furnishings,516.488,November,2018
948,US-2018-110576,2018-11-28,Standard Class,RB-19795,Ross Baird,Home Office,Pennsylvania,Furniture,Furnishings,1007.232,November,2018
949,US-2018-110576,2018-11-28,Standard Class,RB-19795,Ross Baird,Home Office,Pennsylvania,Furniture,Tables,2065.32,November,2018
950,US-2018-110576,2018-11-28,Standard Class,RB-19795,Ross Baird,Home Office,Pennsylvania,Office Supplies,Paper,15.552,November,2018
951,US-2018-110576,2018-11-28,Standard Class,RB-19795,Ross Baird,Home Office,Pennsylvania,Office Supplies,Paper,25.344,November,2018
952,CA-2018-131156,2018-03-04,Standard Class,KH-16360,Katherine Hughes,Consumer,Pennsylvania,Furniture,Furnishings,25.472,March,2018
953,CA-2018-136539,2018-12-28,Standard Class,GH-14665,Greg Hansen,Consumer,Texas,Office Supplies,Art,27.168,December,2018
954,CA-2018-136539,2018-12-28,Standard Class,GH-14665,Greg Hansen,Consumer,Texas,Furniture,Bookcases,78.8528,December,2018
955,CA-2018-119305,2018-11-30,Standard Class,SW-20275,Scott Williamson,Consumer,Mississippi,Office Supplies,Storage,173.8,November,2018
956,CA-2018-102414,2018-05-15,Second Class,JA-15970,Joseph Airdo,Consumer,Arizona,Technology,Phones,29.592,May,2018
957,CA-2018-102414,2018-05-15,Second Class,JA-15970,Joseph Airdo,Consumer,Arizona,Office Supplies,Binders,4.752,May,2018
958,CA-2018-102414,2018-05-15,Second Class,JA-15970,Joseph Airdo,Consumer,Arizona,Office Supplies,Paper,15.552,May,2018
959,CA-2016-112571,2016-09-22,Same Day,DL-12925,Daniel Lacy,Consumer,California,Furniture,Furnishings,204.6,September,2016
960,CA-2018-152142,2018-11-14,Standard Class,LW-16990,Lindsay Williams,Corporate,California,Furniture,Chairs,321.568,November,2018
961,CA-2016-160059,2016-11-27,Standard Class,TB-21190,Thomas Brumley,Home Office,Arkansas,Office Supplies,Binders,6.24,November,2016
962,CA-2017-120859,2017-01-09,First Class,CV-12805,Cynthia Voltz,Corporate,California,Office Supplies,Envelopes,21.88,January,2017
963,CA-2015-127488,2015-09-22,Second Class,MS-17365,Maribeth Schnelling,Consumer,Florida,Office Supplies,Labels,4.608,September,2015
964,CA-2018-135279,2018-09-04,First Class,BS-11800,Bryan Spruell,Home Office,New York,Office Supplies,Labels,9.82,September,2018
965,CA-2018-135279,2018-09-04,First Class,BS-11800,Bryan Spruell,Home Office,New York,Office Supplies,Art,35.97,September,2018
966,CA-2018-135279,2018-09-04,First Class,BS-11800,Bryan Spruell,Home Office,New York,Office Supplies,Paper,12.96,September,2018
967,CA-2018-135279,2018-09-04,First Class,BS-11800,Bryan Spruell,Home Office,New York,Office Supplies,Paper,191.6,September,2018
968,CA-2018-135279,2018-09-04,First Class,BS-11800,Bryan Spruell,Home Office,New York,Office Supplies,Labels,8.64,September,2018
969,CA-2018-135279,2018-09-04,First Class,BS-11800,Bryan Spruell,Home Office,New York,Office Supplies,Storage,501.81,September,2018
970,CA-2015-115791,2015-01-16,Second Class,DL-13315,Delfina Latchford,Consumer,Pennsylvania,Furniture,Furnishings,127.104,January,2015
971,CA-2015-115791,2015-01-16,Second Class,DL-13315,Delfina Latchford,Consumer,Pennsylvania,Technology,Phones,124.2,January,2015
972,CA-2015-115791,2015-01-16,Second Class,DL-13315,Delfina Latchford,Consumer,Pennsylvania,Office Supplies,Binders,18.588,January,2015
973,CA-2015-115791,2015-01-16,Second Class,DL-13315,Delfina Latchford,Consumer,Pennsylvania,Office Supplies,Labels,30.072,January,2015
974,US-2018-103247,2018-05-10,Second Class,PO-19195,Phillina Ober,Home Office,New York,Technology,Phones,160.93,May,2018
975,US-2018-103247,2018-05-10,Second Class,PO-19195,Phillina Ober,Home Office,New York,Office Supplies,Binders,75.792,May,2018
976,US-2018-100209,2018-09-07,Standard Class,TD-20995,Tamara Dahlen,Consumer,Oregon,Office Supplies,Binders,1.08,September,2018
977,CA-2018-159366,2018-07-01,First Class,BW-11110,Bart Watters,Corporate,Michigan,Technology,Machines,3059.982,July,2018
978,CA-2017-145499,2017-05-30,First Class,RW-19690,Robert Waldorf,Consumer,North Carolina,Office Supplies,Binders,3.282,May,2017
979,CA-2016-157035,2016-09-12,First Class,KB-16600,Ken Brennan,Corporate,Indiana,Office Supplies,Paper,34.02,September,2016
980,CA-2017-144939,2017-03-10,Standard Class,EB-13870,Emily Burns,Consumer,New York,Furniture,Chairs,599.292,March,2017
981,CA-2015-163419,2015-11-11,Second Class,TZ-21580,Tracy Zic,Consumer,Colorado,Office Supplies,Art,3.392,November,2015
982,CA-2015-163419,2015-11-11,Second Class,TZ-21580,Tracy Zic,Consumer,Colorado,Technology,Phones,559.984,November,2015
983,CA-2015-163419,2015-11-11,Second Class,TZ-21580,Tracy Zic,Consumer,Colorado,Furniture,Chairs,603.92,November,2015
984,CA-2018-100314,2018-09-29,Standard Class,AS-10630,Ann Steele,Home Office,Texas,Office Supplies,Labels,7.968,September,2018
985,CA-2018-100314,2018-09-29,Standard Class,AS-10630,Ann Steele,Home Office,Texas,Office Supplies,Envelopes,27.968,September,2018
986,CA-2018-100314,2018-09-29,Standard Class,AS-10630,Ann Steele,Home Office,Texas,Technology,Machines,336.51,September,2018
987,CA-2016-146829,2016-10-03,Same Day,TS-21340,Toby Swindell,Consumer,Texas,Office Supplies,Binders,1.112,October,2016
988,CA-2018-167899,2018-05-21,Standard Class,JG-15805,John Grady,Corporate,New York,Furniture,Furnishings,520.05,May,2018
989,CA-2018-167899,2018-05-21,Standard Class,JG-15805,John Grady,Corporate,New York,Office Supplies,Art,17.97,May,2018
990,CA-2016-153549,2016-03-29,Second Class,SL-20155,Sara Luxemburg,Home Office,Florida,Furniture,Chairs,1166.92,March,2016
991,CA-2017-110023,2017-09-09,First Class,TS-21610,Troy Staebel,Consumer,New York,Office Supplies,Binders,14.624,September,2017
992,CA-2017-105585,2017-08-26,First Class,RF-19735,Roland Fjeld,Consumer,California,Office Supplies,Fasteners,10.23,August,2017
993,CA-2017-105585,2017-08-26,First Class,RF-19735,Roland Fjeld,Consumer,California,Office Supplies,Paper,154.9,August,2017
994,CA-2015-117639,2015-05-21,Standard Class,MW-18235,Mitch Willingham,Corporate,Virginia,Office Supplies,Binders,2715.93,May,2015
995,CA-2015-117639,2015-05-21,Standard Class,MW-18235,Mitch Willingham,Corporate,Virginia,Technology,Phones,617.97,May,2015
996,CA-2016-162537,2016-10-28,Standard Class,RD-19585,Rob Dowd,Consumer,Kentucky,Office Supplies,Envelopes,10.67,October,2016
997,CA-2016-162537,2016-10-28,Standard Class,RD-19585,Rob Dowd,Consumer,Kentucky,Office Supplies,Storage,36.63,October,2016
998,CA-2016-162537,2016-10-28,Standard Class,RD-19585,Rob Dowd,Consumer,Kentucky,Furniture,Furnishings,24.1,October,2016
999,CA-2016-162537,2016-10-28,Standard Class,RD-19585,Rob Dowd,Consumer,Kentucky,Furniture,Furnishings,33.11,October,2016
1000,CA-2017-155488,2017-11-13,Standard Class,FM-14290,Frank Merwin,Home Office,Washington,Office Supplies,Art,44.02,November,2017
1001,CA-2016-124891,2016-07-31,Same Day,RH-19495,Rick Hansen,Consumer,New York,Technology,Accessories,2309.65,July,2016
1002,CA-2016-124891,2016-07-31,Same Day,RH-19495,Rick Hansen,Consumer,New York,Furniture,Tables,1090.782,July,2016
1003,CA-2016-124891,2016-07-31,Same Day,RH-19495,Rick Hansen,Consumer,New York,Office Supplies,Paper,19.44,July,2016
1004,CA-2016-126445,2016-08-27,Standard Class,RA-19945,Ryan Akin,Consumer,California,Office Supplies,Storage,484.65,August,2016
